StockCode,Description,CompletedRevenue,TotalQuantitySold,TotalInvoices,TotalCustomers,AverageInvoiceValue
23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,6110.04,1700,162,135,37.72
22303,COFFEE MUG APPLES DESIGN,6108.85,2764,228,155,26.79
75049L,LARGE CIRCULAR MIRROR MOBILE,6107.05,6821,118,71,51.75
22631,CIRCUS PARADE LUNCH BOX ,6099.23,3363,255,167,23.92
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6097.93,703,185,128,32.96
23541,WALL ART CLASSIC PUDDINGS ,6093.49,821,118,95,51.64
21326,AGED GLASS SILVER T-LIGHT HOLDER,6083.2,10088,277,168,21.96
23103,JINGLE BELL HEART DECORATION,6069.15,3687,307,223,19.77
22635,CHILDS BREAKFAST SET DOLLY GIRL ,6063.0,657,180,143,33.68
47556B,TEA TIME TEA TOWELS ,6045.0,2600,2,1,3022.5
22663,JUMBO BAG DOLLY GIRL DESIGN,6008.41,3097,317,171,18.95
17003,BROCADE RING PURSE ,5980.05,22963,206,136,29.03
23307,SET OF 60 PANTRY DESIGN CAKE CASES ,5968.34,11650,502,366,11.89
22620,4 TRADITIONAL SPINNING TOPS,5958.83,4490,363,259,16.42
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,5939.28,1274,158,128,37.59
22508,DOORSTOP RETROSPOT HEART,5938.21,1516,236,177,25.16
22783,SET 3 WICKER OVAL BASKETS W LIDS,5922.12,462,32,29,185.07
21380,WOODEN HAPPY BIRTHDAY GARLAND,5910.15,2093,232,138,25.47
21975,PACK OF 60 DINOSAUR CAKE CASES,5908.28,12086,527,286,11.21
22654,DELUXE SEWING KIT ,5897.27,1045,218,155,27.05
22834,HAND WARMER BABUSHKA DESIGN,5891.33,4453,284,198,20.74
22900,SET 2 TEA TOWELS I LOVE LONDON ,5839.75,1947,175,111,33.37
21155,RED RETROSPOT PEG BAG,5839.55,2442,352,205,16.59
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,5837.54,1974,237,162,24.63
21535,RED RETROSPOT SMALL MILK JUG,5830.2,2460,310,204,18.81
22826,LOVE SEAT ANTIQUE WHITE METAL,5820.0,56,39,32,149.23
21877,HOME SWEET HOME MUG,5815.43,4507,291,173,19.98
47591D,PINK FAIRY CAKE CHILDRENS APRON,5807.76,3136,396,249,14.67
23247,BISCUIT TIN 50'S CHRISTMAS,5795.2,2060,271,231,21.38
84030E,ENGLISH ROSE HOT WATER BOTTLE,5767.91,1423,277,198,20.82
22151,PLACE SETTING WHITE HEART,5766.75,14445,288,173,20.02
22356,CHARLOTTE BAG PINK POLKADOT,5760.14,7196,485,219,11.88
22804,CANDLEHOLDER PINK HANGING HEART,5736.38,2034,341,222,16.82
21888,BINGO SET,5725.71,1553,280,210,20.45
23172,REGENCY TEA PLATE PINK,5723.68,3640,223,160,25.67
21484,CHICK GREY HOT WATER BOTTLE,5704.17,1519,281,205,20.3
23485,BOTANICAL GARDENS WALL CLOCK ,5694.0,258,79,69,72.08
62018,SOMBRERO ,5691.5,4402,59,39,96.47
22979,PANTRY WASHING UP BRUSH,5688.46,3836,302,224,18.84
23296,SET OF 6 TEA TIME BAKING CASES,5684.65,4877,318,243,17.88
71053,WHITE METAL LANTERN,5683.03,1583,237,145,23.98
22784,LANTERN CREAM GAZEBO ,5676.87,1205,256,191,22.18
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5664.78,5700,336,234,16.86
21922,UNION STRIPE WITH FRINGE  HAMMOCK,5650.29,755,166,112,34.04
22485,SET OF 2 WOODEN MARKET CRATES,5627.4,460,164,141,34.31
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,5603.04,4552,306,158,18.31
22971,QUEENS GUARD COFFEE MUG,5588.27,2359,232,163,24.09
48129,DOORMAT TOPIARY,5561.06,868,180,124,30.89
21156,RETROSPOT CHILDRENS APRON,5556.67,3023,291,201,19.1
23204,CHARLOTTE BAG APPLES DESIGN,5555.9,6934,423,199,13.13
21871,SAVE THE PLANET MUG,5541.22,4689,269,133,20.6
23311,VINTAGE CHRISTMAS STOCKING ,5533.65,2187,279,244,19.83
84988,SET OF 72 PINK HEART PAPER DOILIES,5531.88,3930,305,207,18.14
23312,VINTAGE CHRISTMAS GIFT SACK,5527.15,1365,193,168,28.64
21912,VINTAGE SNAKES & LADDERS,5523.53,1575,268,201,20.61
20723,STRAWBERRY CHARLOTTE BAG,5503.95,6827,490,228,11.23
22150,3 STRIPEY MICE FELTCRAFT,5476.1,2922,401,288,13.66
22740,POLKADOT PEN,5475.25,6625,107,89,51.17
21094,SET/6 RED SPOTTY PAPER PLATES,5465.93,7315,324,178,16.87
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,5465.13,1519,96,80,56.93
22751,FELTCRAFT PRINCESS OLIVIA DOLL,5446.1,1514,251,184,21.7
22668,PINK BABY BUNTING,5433.36,1960,203,161,26.77
23118,PARISIENNE JEWELLERY DRAWER ,5399.02,765,225,154,24.0
23135,SMALL ZINC HEART WALL ORGANISER,5378.8,1538,42,31,128.07
23531,WALL ART BIG LOVE ,5340.21,963,97,77,55.05
22946,WOODEN ADVENT CALENDAR CREAM,5340.0,370,89,64,60.0
23169,CLASSIC GLASS COOKIE JAR,5333.6,1328,247,191,21.59
22796,PHOTO FRAME 3 CLASSIC HANGING,5265.5,541,210,146,25.07
23583,LUNCH BAG PAISLEY PARK  ,5251.25,3305,297,232,17.68
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,5250.0,34,25,20,210.0
22349,DOG BOWL CHASING BALL DESIGN,5227.93,1341,114,85,45.86
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,5223.57,3285,311,224,16.8
22418,10 COLOUR SPACEBOY PEN,5159.87,6209,239,178,21.59
23133,LARGE IVORY HEART WALL ORGANISER,5142.91,759,134,94,38.38
22779,WOODEN OWLS LIGHT GARLAND ,5107.35,1335,146,88,34.98
20718,RED RETROSPOT SHOPPER BAG,5102.81,4254,383,235,13.32
37449,CERAMIC CAKE STAND + HANGING CAKES,5084.78,562,152,106,33.45
22904,CALENDAR PAPER CUT DESIGN,5072.64,1768,234,162,21.68
23132,SMALL IVORY HEART WALL ORGANISER,5069.58,1022,141,115,35.95
22947,WOODEN ADVENT CALENDAR RED,5047.6,536,104,81,48.53
23158,SET OF 5 LUCKY CAT MAGNETS ,5046.6,2502,186,95,27.13
23177,TREASURE ISLAND BOOK BOX,5034.3,2430,213,173,23.64
20676,RED RETROSPOT BOWL,5031.98,4351,297,185,16.94
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,5022.04,2508,295,216,17.02
21258,VICTORIAN SEWING BOX LARGE,5014.23,425,106,61,47.3
22623,BOX OF VINTAGE JIGSAW BLOCKS ,5013.72,917,218,165,23.0
21670,BLUE SPOT CERAMIC DRAWER KNOB,5013.52,3992,288,157,17.41
22141,CHRISTMAS CRAFT TREE TOP ANGEL,5012.98,2442,347,256,14.45
21671,RED SPOT CERAMIC DRAWER KNOB,5010.0,4056,277,162,18.09
22109,FULL ENGLISH BREAKFAST PLATE,4993.05,1383,158,100,31.6
22296,HEART IVORY TRELLIS LARGE,4988.83,3055,270,189,18.48
22584,PACK OF 6 PANNETONE GIFT BOXES,4982.68,2015,139,117,35.85
21844,RED RETROSPOT MUG,4972.1,1814,134,99,37.11
22839,3 TIER CAKE TIN GREEN AND CREAM,4954.56,364,136,107,36.43
23556,LANDMARK FRAME COVENT GARDEN ,4949.55,438,52,46,95.18
22907,PACK OF 20 NAPKINS PANTRY DESIGN,4945.92,6078,531,356,9.31
22302,COFFEE MUG PEARS  DESIGN,4944.55,2282,189,133,26.16
22429,ENAMEL MEASURING JUG CREAM,4937.29,1189,314,226,15.72
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,4930.5,3970,275,153,17.93
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,4920.4,1368,100,81,49.2
23310,BUBBLEGUM RING ASSORTED,4894.83,11891,213,146,22.98
23154,SET OF 4 JAM JAR MAGNETS,4884.57,2423,212,140,23.04
22366,DOORMAT AIRMAIL ,4871.92,720,155,103,31.43
23543,WALL ART KEEP CALM ,4861.75,959,74,64,65.7
22365,DOORMAT RESPECTABLE HOUSE,4857.54,728,125,82,38.86
22120,WELCOME  WOODEN BLOCK LETTERS,4856.52,505,167,121,29.08
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4855.85,10273,102,71,47.61
21164,HOME SWEET HOME METAL SIGN ,4850.62,1714,246,166,19.72
21242,RED RETROSPOT PLATE ,4844.08,3064,221,148,21.92
22595,GINGHAM HEART DECORATION,4828.38,5964,331,251,14.59
23126,FELTCRAFT GIRL AMELIE KIT,4824.13,987,255,187,18.92
23263,SET OF 3 WOODEN HEART DECORATIONS,4814.08,3735,388,268,12.41
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,4810.35,1725,194,177,24.8
22580,ADVENT CALENDAR GINGHAM SACK,4787.68,836,166,126,28.84
23162,REGENCY TEA STRAINER,4774.24,1358,141,95,33.86
23555,LANDMARK FRAME NOTTING HILL ,4768.15,422,48,45,99.34
21907,I'M ON HOLIDAY METAL SIGN,4761.55,2294,329,208,14.47
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4756.91,3927,279,185,17.05
23554,LANDMARK FRAME OXFORD STREET,4755.65,421,54,49,88.07
21124,SET/10 BLUE POLKADOT PARTY CANDLES,4738.34,3922,225,178,21.06
23113,PANTRY CHOPPING BOARD,4737.96,952,42,39,112.81
22297,HEART IVORY TRELLIS SMALL,4715.03,3863,221,157,21.33
22271,FELTCRAFT DOLL ROSIE,4699.17,1647,255,181,18.43
23052,RECYCLED ACAPULCO MAT TURQUOISE,4694.75,571,221,147,21.24
21756,BATH BUILDING BLOCK WORD,4692.13,786,241,167,19.47
21172,PARTY METAL SIGN ,4690.87,3323,370,235,12.68
22464,HANGING METAL HEART LANTERN,4679.5,3104,275,190,17.02
23295,SET OF 12 MINI LOAF BAKING CASES,4673.95,5961,358,250,13.06
22998,TRAVEL CARD WALLET KEEP CALM,4673.24,11721,435,216,10.74
22798,ANTIQUE GLASS DRESSING TABLE POT,4663.41,1635,187,125,24.94
22636,CHILDS BREAKFAST SET CIRCUS PARADE,4656.3,565,182,141,25.58
23558,LANDMARK FRAME LONDON BRIDGE ,4641.7,413,47,43,98.76
22488,NATURAL SLATE RECTANGLE CHALKBOARD,4636.91,2911,309,211,15.01
22849,BREAD BIN DINER STYLE MINT,4629.61,303,117,79,39.57
21558,SKULL LUNCH BOX WITH CUTLERY ,4624.8,1946,265,167,17.45
23314,VINTAGE CHRISTMAS TABLECLOTH,4613.52,389,103,87,44.79
23165,LARGE CERAMIC TOP STORAGE JAR,4603.05,2941,218,166,21.11
23159,SET OF 5 PANCAKE DAY MAGNETS,4593.93,2270,193,120,23.8
23109,PACK OF SIX LED TEA LIGHTS,4592.63,1627,172,132,26.7
23157,SET OF 6 NATIVITY MAGNETS ,4589.63,2291,143,110,32.1
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4586.85,3049,107,71,42.87
22848,BREAD BIN DINER STYLE PINK,4581.4,301,110,67,41.65
23234,BISCUIT TIN VINTAGE CHRISTMAS,4558.71,1629,231,200,19.73
21390,FILIGRIS HEART WITH BUTTERFLY,4544.13,3781,174,120,26.12
22088,PAPER BUNTING COLOURED LACE,4536.85,1643,167,115,27.17
23569,TRADTIONAL ALPHABET STAMP SET,4531.95,933,174,152,26.05
23286,BLUE VINTAGE SPOT BEAKER,4528.29,4901,164,125,27.61
22301,COFFEE MUG CAT + BIRD DESIGN,4514.04,2112,180,123,25.08
47599A,PINK PARTY BAGS,4481.62,2409,144,102,31.12
82552,WASHROOM METAL SIGN,4462.37,2922,292,184,15.28
23010,CIRCUS PARADE BABY GIFT SET,4444.75,285,89,73,49.94
21539,RED RETROSPOT BUTTER DISH,4429.65,939,211,123,20.99
22295,HEART FILIGREE DOVE LARGE,4420.17,2737,212,155,20.85
21937,STRAWBERRY   PICNIC BAG,4403.95,1581,204,145,21.59
23285,PINK VINTAGE SPOT BEAKER,4384.83,4679,132,108,33.22
23176,ABC TREASURE BOOK BOX ,4375.51,2089,185,158,23.65
22207,FRYING PAN UNION FLAG,4371.36,1104,111,68,39.38
21932,SCANDINAVIAN PAISLEY PICNIC BAG,4363.66,2467,319,218,13.68
84050,PINK HEART SHAPE EGG FRYING PAN,4349.33,3121,198,139,21.97
23198,PANTRY MAGNETIC  SHOPPING LIST,4346.99,3067,374,259,11.62
22780,LIGHT GARLAND BUTTERFILES PINK,4344.84,1140,129,82,33.68
22689,DOORMAT MERRY CHRISTMAS RED ,4340.44,614,112,94,38.75
22142,CHRISTMAS CRAFT WHITE FAIRY ,4339.29,3073,321,259,13.52
22606,WOODEN SKITTLES GARDEN SET,4336.75,305,132,110,32.85
16014,SMALL CHINESE STYLE SCISSOR,4335.76,13328,54,34,80.29
21498,RED RETROSPOT WRAP ,4310.24,10522,334,237,12.9
23275,SET OF 3 HANGING OWLS OLLIE BEAK,4297.42,3618,269,170,15.98
21933,PINK VINTAGE PAISLEY PICNIC BAG,4294.21,2409,282,198,15.23
22837,HOT WATER BOTTLE BABUSHKA ,4289.0,948,132,106,32.49
21833,CAMOUFLAGE LED TORCH,4278.12,2628,120,87,35.65
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4263.55,1099,182,117,23.43
23288,GREEN VINTAGE SPOT BEAKER,4261.89,4505,134,107,31.81
82001S,VINYL RECORD FRAME SILVER,4260.22,1232,85,45,50.12
23503,PLAYING CARDS KEEP CALM & CARRY ON,4246.71,3435,327,284,12.99
23530,WALL ART ONLY ONE PERSON ,4241.25,1037,73,59,58.1
22549,PICTURE DOMINOES,4237.04,2992,244,195,17.36
82551,LAUNDRY 15C METAL SIGN,4229.72,2791,253,156,16.72
15056P,EDWARDIAN PARASOL PINK,4218.46,763,134,87,31.48
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,4213.34,1170,97,80,43.44
22938,CUPCAKE LACE PAPER SET 6,4205.93,2237,167,157,25.19
20974,12 PENCILS SMALL TUBE SKULL,4203.9,6686,290,195,14.5
23166,MEDIUM CERAMIC TOP STORAGE JAR,4201.88,3676,191,136,22.0
22082,RIBBON REEL STRIPES DESIGN ,4192.28,2548,333,249,12.59
20979,36 PENCILS TUBE RED RETROSPOT,4192.26,3490,227,164,18.47
22845,VINTAGE CREAM CAT FOOD CONTAINER,4182.69,700,233,154,17.95
23167,SMALL CERAMIC TOP STORAGE JAR ,4173.39,5653,175,128,23.85
23389,SPACEBOY MINI BACKPACK,4163.55,1037,201,157,20.71
22626,BLACK KITCHEN SCALES,4125.53,500,181,132,22.79
22898,CHILDRENS APRON APPLES DESIGN,4120.85,2201,277,201,14.88
22942,CHRISTMAS LIGHTS 10 SANTAS ,4108.75,581,131,111,31.36
23404,HOME SWEET HOME BLACKBOARD,4108.58,969,136,104,30.21
23241,TREASURE TIN GYMKHANA DESIGN,4097.44,2023,283,183,14.48
22417,PACK OF 60 SPACEBOY CAKE CASES,4092.09,8031,404,267,10.13
23397,FOOT STOOL HOME SWEET HOME ,4069.9,434,176,139,23.12
20975,12 PENCILS SMALL TUBE RED RETROSPOT,4054.4,6328,305,230,13.29
21876,POTTERING MUG,4035.21,3533,195,140,20.69
84987,SET OF 36 TEATIME PAPER DOILIES,4026.48,2892,237,198,16.99
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,4019.69,5075,342,171,11.75
84946,ANTIQUE SILVER TEA GLASS ETCHED,4018.0,3488,142,116,28.3
21086,SET/6 RED SPOTTY PAPER CUPS,3993.89,6565,284,166,14.06
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,3983.63,1081,230,141,17.32
23494,VINTAGE DOILY DELUXE SEWING KIT ,3980.7,686,175,145,22.75
22899,CHILDREN'S APRON DOLLY GIRL ,3974.28,1976,258,190,15.4
22721,SET OF 3 CAKE TINS SKETCHBOOK,3949.72,910,246,183,16.06
22748,POPPY'S PLAYHOUSE KITCHEN,3931.61,1894,345,232,11.4
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3926.72,3345,170,84,23.1
23129,HEART SHAPED HOLLY WREATH,3916.58,938,164,137,23.88
23340,VINTAGE CHRISTMAS CAKE FRILL,3899.25,2465,122,112,31.96
22841,ROUND CAKE TIN VINTAGE GREEN,3895.48,516,199,156,19.58
22781,GUMBALL MAGAZINE RACK,3886.19,529,158,117,24.6
23486,ANTIQUE HEART SHELF UNIT,3879.15,267,68,64,57.05
23557,LANDMARK FRAME BAKER STREET ,3867.85,347,29,25,133.37
22061,LARGE CAKE STAND  HANGING STRAWBERY,3864.63,565,129,86,29.96
22813,PACK 3 BOXES BIRD PANNETONE ,3863.0,2088,140,110,27.59
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,3860.24,2060,156,87,24.75
21704,BAG 250g SWIRLY MARBLES,3856.38,5004,197,137,19.58
23144,ZINC T-LIGHT HOLDER STARS SMALL,3850.1,4858,235,178,16.38
23163,REGENCY SUGAR TONGS,3849.86,1666,133,95,28.95
23255,CHILDRENS CUTLERY CIRCUS PARADE,3819.24,954,140,115,27.28
22956,36 FOIL HEART CAKE CASES,3810.96,1997,169,144,22.55
22550,HOLIDAY FUN LUDO,3810.71,1102,176,136,21.65
22117,METAL SIGN HER DINNER IS SERVED ,3802.5,1290,72,58,52.81
23012,GLASS APOTHECARY BOTTLE PERFUME,3775.49,1017,198,151,19.07
23283,DOORMAT VINTAGE LEAF,3766.57,541,121,100,31.13
23193,BUFFALO BILL TREASURE BOOK BOX,3766.32,1854,136,108,27.69
23050,RECYCLED ACAPULCO MAT GREEN,3763.55,459,176,116,21.38
23306,SET OF 36 DOILIES PANTRY DESIGN,3760.47,2652,194,172,19.38
22489,PACK OF 12 TRADITIONAL CRAYONS,3754.47,9313,317,232,11.84
23534,WALL ART STOP FOR TEA ,3754.13,689,153,131,24.54
23184,BULL DOG BOTTLE OPENER,3749.5,778,197,129,19.03
22493,PAINT YOUR OWN CANVAS SET,3740.58,2354,176,125,21.25
21154,RED RETROSPOT OVEN GLOVE ,3739.13,3177,261,175,14.33
21257,VICTORIAN SEWING BOX MEDIUM,3735.39,489,152,100,24.57
22274,FELTCRAFT DOLL EMILY,3732.15,1301,231,168,16.16
22951,60 CAKE CASES DOLLY GIRL DESIGN,3715.81,7175,351,235,10.59
23205,CHARLOTTE BAG VINTAGE ALPHABET ,3714.22,4652,322,192,11.53
21874,GIN AND TONIC MUG,3709.36,2840,193,110,19.22
22723,SET OF 6 HERB TINS SKETCHBOOK,3705.89,1059,235,170,15.77
23309,SET OF 60 I LOVE LONDON CAKE CASES ,3689.45,7655,292,177,12.64
23110,PARISIENNE KEY CABINET ,3685.2,664,219,157,16.83
22656,VINTAGE BLUE KITCHEN CABINET,3685.0,26,20,17,184.25
21098,CHRISTMAS TOILET ROLL,3680.05,3176,163,115,22.58
22745,POPPY'S PLAYHOUSE BEDROOM ,3677.35,1782,315,216,11.67
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,3677.18,386,135,104,27.24
22431,WATERING CAN BLUE ELEPHANT,3674.95,1975,274,159,13.41
21892,TRADITIONAL WOODEN CATCH CUP GAME ,3656.75,2914,295,235,12.4
20677,PINK POLKADOT BOWL,3636.33,3154,219,133,16.6
21749,LARGE RED RETROSPOT WINDMILL,3632.4,1894,106,79,34.27
22236,CAKE STAND 3 TIER MAGIC GARDEN,3624.6,308,88,67,41.19
22649,STRAWBERRY FAIRY CAKE TEAPOT,3614.15,743,159,85,22.73
20682,RED RETROSPOT CHILDRENS UMBRELLA,3610.16,1134,181,138,19.95
22053,EMPIRE DESIGN ROSETTE,3596.42,4236,26,23,138.32
22842,BISCUIT TIN VINTAGE RED,3596.3,570,145,119,24.8
23351,ROLL WRAP 50'S CHRISTMAS,3594.14,2962,268,241,13.41
85049A,TRADITIONAL CHRISTMAS RIBBONS,3592.8,2895,265,204,13.56
22350,ILLUSTRATED CAT BOWL ,3586.32,1356,88,63,40.75
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3584.06,509,125,96,28.67
22628,PICNIC BOXES SET OF 3 RETROSPOT ,3572.65,767,116,84,30.8
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3567.7,3290,234,196,15.25
23049,RECYCLED ACAPULCO MAT RED,3556.25,433,168,103,21.17
22980,PANTRY SCRUBBING BRUSH,3552.69,2217,239,197,14.86
23236,STORAGE TIN VINTAGE DOILY ,3548.39,1251,158,124,22.46
22854,CREAM SWEETHEART EGG HOLDER,3547.3,750,147,123,24.13
21527,RED RETROSPOT TRADITIONAL TEAPOT ,3540.6,468,133,95,26.62
23299,FOOD COVER WITH BEADS SET 2 ,3533.92,974,120,108,29.45
22174,PHOTO CUBE,3522.56,2280,168,104,20.97
21746,SMALL RED RETROSPOT WINDMILL,3506.7,2962,184,121,19.06
23089,GLASS BON BON JAR,3497.22,2136,134,101,26.1
23085,ANTIQUE SILVER BAUBLE LAMP  ,3489.7,374,72,64,48.47
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,3485.22,364,142,94,24.54
85049E,SCANDINAVIAN REDS RIBBONS,3484.7,2735,334,248,10.43
23081,GREEN METAL BOX ARMY SUPPLIES,3482.64,438,111,78,31.38
71477,COLOURED GLASS STAR T-LIGHT HOLDER,3478.83,997,42,31,82.83
84792,ENCHANTED BIRD COATHANGER 5 HOOK,3475.19,775,190,125,18.29
22371,AIRLINE BAG VINTAGE TOKYO 78,3473.88,826,245,144,14.18
23111,PARISIENNE SEWING BOX,3464.8,296,124,80,27.94
22809,SET OF 6 T-LIGHTS SANTA,3464.56,1180,171,140,20.26
21531,RED RETROSPOT SUGAR JAM BOWL,3459.15,1473,206,143,16.79
21588,RETROSPOT GIANT TUBE MATCHES,3450.15,1497,132,99,26.14
23349,ROLL WRAP VINTAGE CHRISTMAS,3447.89,2845,245,213,14.07
84508A,CAMOUFLAGE DESIGN TEDDY,3445.5,1630,35,17,98.44
23112,PARISIENNE CURIO CABINET,3444.8,472,183,134,18.82
23535,WALL ART BICYCLE SAFETY,3442.27,649,120,102,28.69
22688,DOORMAT PEACE ON EARTH BLUE,3442.04,700,27,26,127.48
23130,MISTLETOE HEART WREATH GREEN,3435.62,838,162,135,21.21
21928,JUMBO BAG SCANDINAVIAN PAISLEY,3430.65,1947,91,76,37.7
21497,FANCY FONTS BIRTHDAY WRAP,3430.0,8600,230,177,14.91
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3421.4,2116,240,178,14.26
23497,CLASSIC CHROME BICYCLE BELL ,3418.3,2442,169,148,20.23
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,3416.48,9784,463,343,7.38
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3407.31,1213,230,163,14.81
23194,GYMKHANA TREASURE BOOK BOX,3406.58,1625,154,126,22.12
21703,BAG 125g SWIRLY MARBLES,3406.15,9212,242,175,14.08
21463,MIRRORED DISCO BALL ,3405.3,644,129,77,26.4
22782,SET 3 WICKER STORAGE BASKETS ,3399.95,241,74,65,45.95
22089,PAPER BUNTING VINTAGE PAISLEY,3398.5,1190,180,142,18.88
21260,FIRST AID TIN,3397.1,1088,146,103,23.27
21745,GAOLERS KEYS DECORATIVE GARDEN ,3393.44,924,203,114,16.72
23210,WHITE ROCKING HORSE HAND PAINTED,3377.75,2803,154,115,21.93
22131,FOOD CONTAINER SET 3 LOVE HEART ,3368.47,1889,179,115,18.82
22148,EASTER CRAFT 4 CHICKS ,3367.05,1819,159,148,21.18
23294,SET OF 6 SNACK LOAF BAKING CASES,3358.52,4290,290,214,11.58
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3351.9,2078,176,114,19.04
21244,BLUE POLKADOT PLATE ,3351.02,2126,146,107,22.95
23091,ZINC HERB GARDEN CONTAINER,3342.32,545,186,154,17.97
22383,LUNCH BAG SUKI  DESIGN ,3339.65,2121,144,122,23.19
23552,BICYCLE PUNCTURE REPAIR KIT ,3338.8,1731,103,93,32.42
22694,WICKER STAR ,3337.2,1612,303,228,11.01
23571,TRADITIONAL NAUGHTS & CROSSES,3330.6,2036,216,195,15.42
23189,SET OF 12 FORK CANDLES,3319.35,1215,113,89,29.37
22896,PEG BAG APPLES DESIGN,3310.87,1380,218,143,15.19
22908,PACK OF 20 NAPKINS RED APPLES,3300.04,4198,311,210,10.61
47567B,TEA TIME KITCHEN APRON,3289.72,592,120,81,27.41
23156,SET OF 5 MINI GROCERY MAGNETS,3286.82,1626,183,116,17.96
23332,IVORY WICKER HEART LARGE,3283.8,1996,267,207,12.3
22926,IVORY GIANT GARDEN THERMOMETER,3265.95,561,180,139,18.14
23009,I LOVE LONDON BABY GIFT SET,3262.55,209,61,48,53.48
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3262.51,1075,173,143,18.86
22435,SET OF 9 HEART SHAPED BALLOONS,3257.04,2680,213,153,15.29
22563,HAPPY STENCIL CRAFT,3254.6,2785,252,171,12.92
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,3230.55,1161,131,122,24.66
22801,ANTIQUE GLASS PEDESTAL BOWL,3223.35,890,159,123,20.27
21906,PHARMACIE FIRST AID TIN,3220.81,483,94,71,34.26
23013,GLASS APOTHECARY BOTTLE TONIC,3215.04,866,180,135,17.86
22348,TEA BAG PLATE RED RETROSPOT,3203.09,3839,253,144,12.66
22738,RIBBON REEL SNOWY VILLAGE,3202.93,1997,175,146,18.3
23230,WRAP ALPHABET DESIGN,3186.0,7900,230,176,13.85
23426,METAL SIGN DROP YOUR PANTS,3175.22,1226,170,126,18.68
20675,BLUE POLKADOT BOWL,3174.9,2725,222,149,14.3
23127,FELTCRAFT GIRL NICOLE KIT,3174.74,646,170,137,18.67
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3169.87,2614,145,79,21.86
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,3165.22,9630,433,332,7.31
23239,SET OF 4 KNICK KNACK TINS POPPIES,3163.15,817,154,125,20.54
23350,ROLL WRAP VINTAGE SPOT ,3150.65,2581,245,205,12.86
23388,WOODLAND MINI BACKPACK,3150.2,788,133,114,23.69
22491,PACK OF 12 COLOURED PENCILS,3130.84,3910,200,162,15.65
22029,SPACEBOY BIRTHDAY CARD,3125.18,7846,393,233,7.95
85053,FRENCH ENAMEL CANDLEHOLDER,3104.32,1549,233,157,13.32
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,3098.21,5967,305,209,10.16
22432,WATERING CAN PINK BUNNY,3088.88,1642,233,158,13.26
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3066.33,3723,252,226,12.17
23342,MINT DINER WALL CLOCK,3051.5,365,154,104,19.81
22567,20 DOLLY PEGS RETROSPOT,3046.95,2367,181,134,16.83
23168,CLASSIC CAFE SUGAR DISPENSER,3038.35,2634,208,132,14.61
22468,BABUSHKA LIGHTS STRING OF 10,3032.39,467,116,82,26.14
22300,COFFEE MUG DOG + BALL DESIGN,3032.04,1444,142,100,21.35
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,3019.23,837,68,55,44.4
23253,16 PIECE CUTLERY SET PANTRY DESIGN,3018.3,210,46,43,65.62
82580,BATHROOM METAL SIGN,3018.05,5505,383,210,7.88
22504,CABIN BAG VINTAGE RETROSPOT,3012.4,160,39,31,77.24
22760,"TRAY, BREAKFAST IN BED",3011.4,252,64,48,47.05
22564,ALPHABET STENCIL CRAFT,3005.44,2673,165,120,18.21
21243,PINK  POLKADOT PLATE ,2997.19,1903,129,95,23.23
22892,SET OF SALT AND PEPPER TOADSTOOLS,2992.85,2449,195,116,15.35
22687,DOORMAT CHRISTMAS VILLAGE,2991.7,568,35,30,85.48
